"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1778633254863872230","Fri Apr 12 03:56:28 +0000 2024","111","Pilpres telah usai ramadhanpun berlalu Hari ini harus lebih baik dari kemarin dan masa depan harus lebih baik dari hari ini Berbagai program 02 disusun menuju Indonesia emas 2024 menjadi negara raksasa ke 4 di dunia Tak ada yg instan tahapan dimulai @prabowo @gibran_tweet https://t.co/gAC72hXa1Q","1778633254863872230","https://pbs.twimg.com/ext_tw_video_thumb/1778633178389114880/pu/img/arI5hjTwNUzgLYuJ.jpg","","in","","6","62","29","https://twitter.com/BANGSAygSUJUD/status/1778633254863872230","1189039138835554304","BANGSAygSUJUD"
"1776447121690079250","Sat Apr 06 03:09:33 +0000 2024","1073"," Segoblok-gobloknya Presiden hari ini dia bisa memecat Panglima kapan saja dia mau Yusril Izha Mahendra Gue makin yakin orang2 yang dibelakang Prabowo sebenarnya ga sepenuhnya sayang Jokowi Mereka2 hanya menggunakan Jokowi sebagai kendaraan dan alat meraih kekuasaan https://t.co/7tXBomtaeA","1776447121690079250","https://pbs.twimg.com/ext_tw_video_thumb/1776447040421351424/pu/img/C1gBzJfrsms3Ag63.jpg","","in","DKI Jakarta, Indonesia","21","149","303","https://twitter.com/Miduk17/status/1776447121690079250","1102461866129776640","Miduk17"
"1778718179600245178","Fri Apr 12 09:33:55 +0000 2024","55","Perbedaan Open House Prabowo dan Anies Baswedan https://t.co/W5UO147BQ3","1778718179600245178","https://pbs.twimg.com/ext_tw_video_thumb/1778718140576497664/pu/img/79bPcQTdxmEACrny.jpg","","nl","Cengkareng, Indonesia","0","3","22","https://twitter.com/NenkMonica/status/1778718179600245178","1040306964100669440","NenkMonica"
"1778622176519917788","Fri Apr 12 03:12:26 +0000 2024","308","PDI-P Masih Belum Menghendaki Pertemuan Prabowo Dengan Megawati https://t.co/8GRROMNnXI","1778622176519917788","https://pbs.twimg.com/ext_tw_video_thumb/1778622042604179456/pu/img/yvNtT-3fBG1pBN5G.jpg","","in","Jakarta Capital Region","5","21","88","https://twitter.com/Mdy_Asmara1701/status/1778622176519917788","1334853481019056128","Mdy_Asmara1701"
"1777891001534947476","Wed Apr 10 02:47:01 +0000 2024","1851","Prabowo Menyambangi Rumah Megawati. Ya sudah ...Gua Ikhlas Prabowo Jadi Presiden Asal Gibran di Diskualifikasi untuk Meredam Konflik Gugatan Pilpres Agar Kostitusi Tetap Terjaga. Apakah Kalian Setuju Tinggalkan Jejak Kalian . . https://t.co/gjZTBskK5v","1777891001534947476","https://pbs.twimg.com/ext_tw_video_thumb/1777890939354382336/pu/img/bYKAk0wgItk4dZoO.jpg","","in","Earth 🌍","67","742","199","https://twitter.com/INDONESIAPERKS4/status/1777891001534947476","1606318502981169152","INDONESIAPERKS4"
"1778456700326216114","Thu Apr 11 16:14:54 +0000 2024","138","Piye .! @prabowo @jokowi @AgusYudhoyono Sampai kpan Ucapan Prilaku Hati Nurani bisa slaras...? Apakah Materi Harta Tahta &amp; Jabatan mampu mengangkat derajat sukma stelah raga di kubur..? Sesungguhnya kehidupan alam fana tingkat yg paling rendah dari kehidupan lain dialam smesta. https://t.co/loY6xMzmaJ","1778456700326216114","https://pbs.twimg.com/ext_tw_video_thumb/1778456505186226176/pu/img/0Vpknh6Ji8kWVai9.jpg","","in","","2","4","88","https://twitter.com/H4T14K4LN4L42/status/1778456700326216114","1129672753651388416","H4T14K4LN4L42"
"1775801450310041980","Thu Apr 04 08:23:53 +0000 2024","918","Aku pemilih Prabowo Gibran itu dari hati nuraniku sendiri bukan karena Bansos!!! Camkan itu Bambang Goblok Tolol!!! Aku memang orang Miskin tapi kalau kamu hina kami miskin kami tidak terima!!! Satu kata buat kamu Bambang Bajingan!!! Kami tidak pilih Anis Ganjar Sombong!!! #DSM https://t.co/IgaLURMAHr","1775801450310041980","https://pbs.twimg.com/ext_tw_video_thumb/1775801359486582785/pu/img/duhbjUDwIaqtuObL.jpg","","in","","30","711","143","https://twitter.com/EdySularno96489/status/1775801450310041980","1659090711948701697","EdySularno96489"
"1777865771210965081","Wed Apr 10 01:06:45 +0000 2024","610","REFLY HARUN: SUARA PRABOWO SEBELUM GIBRAN DICALONKAN ELEKTABILITASNYA HANYA 24 % KETIKA GIBRAN DICALONKAN 25 OKTOBER 2023 Bagaimana dalam waktu 4 bulan bisa mendapatkan kenaikan 30% lebih. Berapa kali Prabowo-Gibran berkampanye? Jarang datang tapi ada faktor lain yg MENDUKUNG‼️ https://t.co/wXelpKDvvv","1777865771210965081","https://pbs.twimg.com/ext_tw_video_thumb/1777865728512921600/pu/img/5-lDPx6hGfThROrw.jpg","","in","","7","39","319","https://twitter.com/Boediantar4/status/1777865771210965081","1383750727575605257","Boediantar4"
"1778676636243878152","Fri Apr 12 06:48:50 +0000 2024","841","Kepada Bapak @jokowi @Kiyai_MarufAmin @prabowo &amp; Bu @Menlu_RI Media2 Israel cukup sering membuat berita tentang normalisasi hubungan antara Indonesia-Israel. https://t.co/e84IjhZ1m8 Indonesia diberitakan bersedia mengakui Israel agar bisa bergabung dengan OECD.","1778676636243878152","","","in","","2","20","290","https://twitter.com/realfedinuril/status/1778676636243878152","37414097","realfedinuril"
"1776963502105870749","Sun Apr 07 13:21:27 +0000 2024","59","Prabowo and The Red Carpet https://t.co/lX6CxD3TqV","1776963502105870749","https://pbs.twimg.com/ext_tw_video_thumb/1776963391283945472/pu/img/nMlk9rRFdsP_gXif.jpg","","en","","0","16","15","https://twitter.com/Kimberley_PS08/status/1776963502105870749","1334544700917727234","Kimberley_PS08"
